invoice_no,customer_id,mall_id,payment_id,invoice_date
I131179,C943767,5,3,2023-01-20
I131181,C192238,6,2,2022-08-06
I131182,C628023,6,1,2021-03-21
I131184,C110802,6,1,2021-12-22
I131185,C195643,3,1,2021-06-18
I131187,C117797,1,3,2022-01-02
I131188,C263429,3,3,2022-04-03
I131198,C975030,1,3,2022-08-08
I131203,C216928,6,1,2022-09-16
I131205,C270743,9,2,2022-09-08
I131208,C163717,7,1,2021-07-01
I131217,C239560,5,1,2021-06-01
I131221,C334314,10,3,2021-10-24
I131223,C215602,1,2,2021-05-11
I131224,C111267,1,1,2023-01-24
I131225,C339538,1,3,2021-11-27
I131228,C164722,1,3,2022-06-16
I131230,C219286,6,3,2021-01-08
I131241,C241318,10,2,2021-11-02
I131243,C138998,4,3,2021-01-30
I131248,C106056,8,3,2022-09-06
I131249,C110264,10,1,2022-10-30
I131257,C165623,4,3,2021-12-25
I131259,C201873,10,3,2022-09-20
I131263,C120667,1,1,2021-01-11
I131264,C687410,9,1,2021-01-29
I131266,C751460,5,3,2022-11-20
I131267,C863600,2,3,2022-01-05
I131270,C134490,5,3,2021-12-15
I131271,C376325,1,3,2022-09-15
I131273,C918642,9,3,2021-04-17
I131274,C121839,7,3,2022-03-19
I131276,C733923,3,1,2021-03-23
I131278,C191441,1,2,2023-02-06
I131283,C219715,6,3,2022-08-16
I131284,C112287,4,2,2021-09-25
I131288,C247670,3,3,2021-03-11
I131289,C146982,4,2,2022-03-26
I131293,C150976,6,3,2021-09-11
I131294,C105503,3,1,2021-09-25
I131298,C194363,8,2,2022-11-14
I131303,C719061,2,2,2021-10-27
I131307,C178482,2,3,2021-11-14
I131310,C719042,1,3,2021-01-02
I131313,C309982,4,3,2022-01-31
I131315,C305757,1,1,2022-11-17
I131316,C229840,6,1,2022-04-01
I131317,C165726,6,1,2022-10-24
I131319,C260261,6,2,2022-05-16
I131323,C118330,3,1,2021-04-10
I131324,C215330,4,3,2021-05-17
I131325,C113841,4,2,2022-08-12
I131331,C321912,7,3,2022-05-17
I131333,C289043,3,3,2022-12-04
I131334,C288510,1,3,2022-12-05
I131335,C277444,1,3,2021-11-06
I131340,C269105,1,1,2022-08-31
I131341,C208468,7,1,2021-10-02
I131342,C186344,5,2,2022-09-19
I131352,C125226,6,2,2021-11-09
I131353,C300399,4,1,2021-09-08
I131354,C106349,1,2,2021-07-22
I131359,C335952,3,3,2021-07-12
I131361,C734964,2,1,2022-11-20
I131366,C336828,3,3,2022-08-10
I131368,C870109,4,3,2022-01-10
I131371,C941712,4,1,2021-08-22
I131375,C172984,7,3,2022-05-02
I131379,C724984,5,2,2021-12-09
I131390,C713808,9,1,2021-09-18
I131391,C587591,8,2,2021-05-02
I131397,C236702,1,2,2021-10-01
I131407,C153935,9,1,2022-11-23
I131413,C139539,3,2,2022-11-23
I131414,C238348,3,3,2021-11-30
I131415,C677259,5,3,2022-07-08
I131426,C115172,4,1,2022-07-15
I131430,C120179,1,2,2023-01-26
I131431,C627115,7,3,2022-05-01
I131432,C150913,3,1,2022-11-16
I131433,C200286,6,3,2022-03-25
I131435,C834616,4,3,2022-12-13
I131437,C281329,4,1,2022-09-28
I131438,C105997,10,3,2022-06-23
I131439,C315602,3,3,2022-03-28
I131440,C148955,6,1,2022-09-12
I131441,C282701,4,3,2022-07-27
I131444,C924455,6,3,2022-09-24
I131456,C259725,1,1,2022-03-04
I131457,C193442,6,3,2021-08-21
I131462,C145579,8,1,2022-07-10
I131466,C192380,1,3,2021-01-18
I131469,C191228,7,3,2022-07-17
I131472,C263149,10,2,2021-07-24
I131473,C312786,1,2,2021-09-20
I131482,C325283,7,1,2021-07-28
I131486,C265804,1,1,2023-02-10
I131488,C127642,9,2,2021-12-26
I131489,C118609,3,3,2022-11-08
I131492,C729802,1,3,2021-12-08
I131493,C153092,9,2,2022-10-03
I131501,C266093,1,3,2022-08-03
I131502,C200966,9,3,2023-01-05
I131520,C116178,5,3,2021-03-25
I131521,C319234,1,3,2022-10-07
I131522,C192810,1,3,2023-01-01
I131528,C102406,10,1,2022-02-09
I131531,C750372,2,1,2021-02-09
I131532,C374842,8,1,2021-05-05
I131533,C325025,5,3,2022-09-08
I131537,C330454,5,1,2022-09-02
I131539,C549845,6,1,2021-11-17
I131542,C325099,4,3,2022-11-10
I131550,C392654,1,2,2022-08-29
I131551,C202411,5,1,2023-02-21
I131554,C162896,6,1,2021-12-25
I131557,C111729,5,2,2022-04-14
I131558,C165082,6,1,2021-11-03
I131559,C743906,3,2,2022-06-13
I131562,C242196,2,3,2021-03-08
I131563,C246513,1,1,2021-03-24
I131565,C118550,8,3,2022-11-21
I131566,C319819,1,1,2023-02-08
I131568,C499017,1,3,2022-06-05
I131575,C879444,1,3,2021-05-14
I131577,C172141,4,1,2022-08-22
I131580,C475279,1,3,2021-09-02
I131581,C269326,6,3,2022-10-13
I131587,C235250,7,3,2022-10-02
I131588,C410232,10,2,2022-05-26
I131589,C243269,10,3,2022-04-19
I131591,C111404,6,1,2021-01-11
I131595,C192624,10,1,2022-04-21
I131598,C802683,9,1,2021-08-14
I131606,C276362,6,3,2021-12-12
I131612,C250658,1,2,2022-01-11
I131615,C295176,3,1,2022-10-21
I131618,C139427,5,1,2021-02-26
I131620,C251337,10,1,2021-04-06
I131622,C144030,10,2,2021-10-12
I131628,C323483,3,3,2022-01-13
I131629,C175466,6,1,2022-01-09
I131638,C169915,9,1,2021-03-29
I131641,C180271,5,3,2022-05-12
I131643,C413999,8,3,2021-09-01
I131648,C296567,1,1,2021-01-31
I131651,C245039,9,1,2022-04-17
I131652,C186227,3,1,2021-02-25
I131653,C239578,6,2,2022-09-08
I131655,C679780,9,3,2022-04-04
I131657,C219040,3,3,2021-06-08
I131658,C281673,2,1,2021-11-18
I131663,C139389,4,3,2022-06-25
I131665,C161870,6,3,2021-04-06
I131670,C276580,8,2,2022-12-23
I131674,C221761,3,1,2021-09-27
I131678,C119287,6,3,2021-11-26
I131679,C174484,3,3,2021-03-28
I131681,C178728,6,1,2021-04-10
I131683,C203860,5,1,2021-01-19
I131684,C122762,3,2,2023-01-28
I131688,C280237,2,3,2022-09-07
I131691,C239956,6,2,2022-05-30
I131692,C134945,1,2,2021-01-14
I131695,C177201,9,1,2021-12-18
I131698,C544568,10,1,2022-07-31
I131701,C253824,3,3,2022-01-19
I131704,C659503,3,1,2021-08-12
I131706,C344400,5,3,2022-06-20
I131707,C109725,6,1,2021-06-30
I131710,C236511,3,3,2022-03-06
I131711,C125719,1,2,2022-04-08
I131712,C253156,6,1,2021-03-06
I131713,C165950,1,1,2022-12-10
I131715,C215946,4,1,2022-04-20
I131723,C277202,3,3,2022-03-08
I131725,C232863,1,3,2021-08-22
I131729,C312329,6,1,2021-09-16
I131730,C324001,1,1,2023-02-01
I131737,C986778,1,3,2021-06-03
I131739,C231652,5,3,2021-04-11
I131740,C904748,3,1,2021-02-24
I131741,C665828,6,1,2023-03-03
I131751,C159902,1,2,2021-01-09
I131752,C325486,6,1,2021-11-20
I131753,C106806,1,3,2021-01-17
I131762,C487955,6,3,2022-07-27
I131764,C318221,9,3,2022-05-07
I131767,C110389,3,2,2023-01-01
I131769,C309590,1,1,2022-09-29
I131770,C150438,3,3,2022-08-26
I131772,C254308,8,3,2021-01-29
I131775,C770950,3,1,2021-11-07
I131783,C161665,6,3,2022-03-20
I131784,C332005,4,2,2021-07-26
I131785,C665876,1,3,2021-07-04
I131786,C118481,6,1,2022-03-15
I131787,C132614,6,1,2021-11-11
I131791,C328632,9,3,2021-08-28
I131796,C269157,4,1,2021-05-18
I131798,C274558,8,3,2023-01-03
I131802,C196364,7,2,2021-11-24
I131803,C259860,3,3,2022-09-30
I131804,C132164,6,2,2021-10-03
I131814,C174225,3,2,2022-07-30
I131819,C746329,5,3,2021-06-14
I131823,C103730,6,2,2023-01-13
I131832,C134212,6,3,2023-02-28
I131834,C270954,3,3,2022-06-24
I131839,C210786,6,3,2023-01-19
I131844,C199075,3,3,2021-06-16
I131845,C869921,3,2,2023-01-11
I131853,C891313,5,3,2022-03-25
I131856,C530243,6,3,2021-06-28
I131858,C277864,9,3,2022-10-11
I131860,C748709,1,3,2022-01-23
I131865,C693649,6,3,2023-01-29
I131866,C162230,6,1,2021-09-17
I131868,C105758,7,1,2022-10-18
I131869,C267843,1,2,2023-01-29
I131870,C533404,6,1,2022-05-04
I131871,C792977,1,3,2022-02-13
I131882,C334047,3,1,2022-07-04
I131886,C314554,10,3,2021-05-31
I131892,C255216,1,1,2021-01-02
I131894,C172078,1,2,2022-02-09
I131896,C204381,10,2,2021-06-07
I131911,C330326,10,3,2021-05-23
I131913,C205556,5,3,2022-11-30
I131914,C283898,1,3,2022-08-25
I131918,C545714,4,2,2022-05-30
I131923,C723710,10,3,2022-04-05
I131925,C779629,10,3,2021-12-01
I131927,C147450,4,1,2021-04-06
I131928,C216944,6,3,2021-02-10
I131931,C321641,1,3,2022-01-27
I131934,C233133,1,3,2021-08-28
I131936,C339756,2,2,2021-12-15
I131937,C109755,7,3,2021-02-18
I131946,C652345,3,1,2023-01-25
I131948,C157915,1,3,2021-10-07
I131951,C337678,1,1,2022-04-12
I131952,C246102,4,3,2021-08-01
I131953,C844181,6,3,2022-12-28
I131961,C169167,9,3,2021-03-19
I131963,C193489,8,3,2022-09-20
I131967,C620437,5,3,2022-08-04
I131969,C879137,4,3,2021-08-27
I131970,C301842,5,2,2021-05-15
I131973,C200138,10,3,2022-06-23
I131981,C634931,1,3,2021-07-18
I131984,C243578,5,2,2022-07-06
I131985,C267359,6,1,2022-01-25
I131997,C218964,1,2,2022-02-20
I132001,C732663,4,1,2021-10-20
I132005,C231151,1,1,2021-12-23
I132006,C553512,2,2,2021-05-02
I132009,C272322,10,3,2021-04-15
I132010,C259930,8,3,2022-06-28
I132011,C182711,1,3,2021-10-19
I132012,C122726,3,3,2021-12-29
I132013,C338847,7,1,2022-01-15
I132017,C188611,6,1,2022-05-01
I132019,C287835,5,3,2021-11-05
I132021,C608973,10,3,2021-04-03
I132024,C178079,3,3,2022-02-26
I132025,C232653,3,2,2022-09-17
I132026,C300673,3,2,2021-06-15
I132029,C282658,1,3,2021-12-25
I132034,C273293,8,2,2022-07-23
I132036,C377832,6,2,2021-12-01
I132039,C376535,3,1,2021-12-01
I132040,C193258,10,3,2022-10-10
I132046,C122106,6,2,2022-04-08
I132052,C156020,3,3,2021-07-03
I132054,C829996,10,3,2021-05-04
I132058,C288088,5,2,2023-03-07
I132060,C149645,6,3,2023-01-09
I132065,C339006,1,1,2022-01-23
I132066,C120685,1,2,2022-01-26
I132067,C207879,3,1,2022-09-09
I132071,C231648,3,1,2022-10-27
I132073,C327593,1,3,2023-03-06
I132074,C445550,6,3,2023-02-06
I132076,C269795,2,3,2021-01-25
I132077,C298620,1,2,2022-06-29
I132078,C721622,1,3,2022-06-14
I132080,C194214,3,1,2022-03-30
I132084,C212089,1,1,2021-05-18
I132088,C345418,6,3,2022-01-06
I132094,C243440,5,1,2022-12-02
I132097,C331611,10,3,2022-03-20
I132098,C244348,4,3,2023-01-25
I132099,C486598,5,2,2022-10-24
I132100,C207898,3,1,2021-05-26
I132104,C317797,10,1,2021-02-07
I132105,C124700,1,1,2023-01-29
I132113,C311500,9,1,2023-01-18
I132114,C171096,4,1,2021-04-04
I132118,C280194,8,2,2022-11-29
I132120,C184414,3,3,2021-09-22
I132123,C240588,5,1,2022-08-03
I132127,C983931,10,1,2022-10-22
I132135,C438477,5,1,2021-01-12
I132136,C223560,5,2,2022-07-12
I132138,C305713,10,1,2021-03-27
I132140,C323300,3,3,2022-03-14
I132142,C198918,2,3,2022-08-27
I132144,C117127,6,1,2021-01-27
I132147,C142820,1,2,2023-03-07
I132150,C952676,10,3,2021-11-08
I132155,C435702,5,1,2021-03-06
I132158,C166352,5,1,2022-10-17
I132162,C524856,8,3,2022-07-29
I132165,C287545,6,2,2022-04-19
I132169,C112129,1,2,2021-04-22
I132170,C235233,1,1,2021-02-26
I132171,C147951,6,2,2021-06-05
I132181,C152577,6,3,2021-06-01
I132182,C220755,1,3,2023-01-26
I132184,C277075,3,3,2022-07-06
I132188,C200842,5,1,2021-07-10
I132191,C627427,3,1,2022-08-08
I132194,C164815,1,1,2023-01-30
I132199,C332282,6,1,2021-05-25
I132208,C173993,2,1,2021-06-05
I132212,C313848,5,1,2022-10-24
I132214,C703352,3,1,2021-06-03
I132218,C229630,1,1,2022-10-18
I132230,C332665,6,1,2021-12-04
I132234,C596021,6,2,2021-09-19
I132243,C703469,1,3,2022-07-10
I132244,C182769,4,3,2023-02-15
I132247,C345780,3,3,2022-02-17
I132250,C164672,5,3,2022-08-26
I132253,C439827,8,3,2022-02-13
I132259,C281140,1,3,2022-04-15
I132260,C232018,3,1,2022-03-28
I132262,C223948,4,2,2023-01-15
I132264,C282725,2,3,2021-09-06
I132265,C320034,8,1,2022-04-11
I132266,C222886,3,2,2022-03-24
I132272,C200058,6,3,2022-06-03
I132276,C316320,3,2,2022-10-10
I132293,C129865,6,3,2022-01-28
I132297,C639463,10,3,2021-04-27
I132303,C910511,7,1,2022-10-22
I132309,C207272,1,1,2021-07-17
I132311,C843458,5,3,2021-11-30
I132312,C313275,1,3,2023-01-14
I132316,C133773,3,1,2021-09-04
I132319,C745706,4,2,2021-10-12
I132320,C226542,3,3,2021-03-09
I132323,C242404,2,3,2021-06-26
I132324,C141659,5,1,2022-12-24
I132332,C823516,1,1,2021-12-22
I132336,C133633,1,3,2021-01-19
I132339,C334798,9,2,2021-04-26
I132342,C202648,9,3,2022-01-06
I132343,C364209,5,1,2021-07-28
I132346,C267495,6,3,2021-11-13
I132349,C164230,1,3,2022-01-07
I132350,C227246,5,2,2022-01-28
I132351,C291334,3,3,2022-02-06
I132353,C308901,3,1,2021-10-01
I132356,C126348,6,1,2021-07-29
I132357,C352090,4,1,2022-10-01
I132360,C195161,5,1,2021-01-15
I132362,C142925,1,3,2022-10-11
I132365,C247698,6,3,2022-04-07
I132366,C240855,4,1,2022-09-13
I132371,C191124,7,1,2021-12-30
I132372,C416445,1,3,2022-12-07
I132373,C551838,10,3,2021-01-30
I132376,C313873,10,1,2022-10-05
I132377,C302557,9,1,2021-12-24
I132382,C556321,5,2,2021-11-01
I132384,C275305,8,3,2021-10-03
I132394,C194257,10,2,2021-11-21
I132395,C175875,1,1,2022-07-16
I132398,C134540,3,3,2021-12-16
I132401,C211830,4,3,2022-11-15
I132410,C296438,1,1,2021-09-12
I132413,C159377,3,1,2022-08-17
I132417,C809223,4,3,2022-09-30
I132424,C239106,1,1,2022-08-05
I132427,C176333,10,1,2023-01-24
I132428,C326383,6,1,2022-02-18
I132429,C226160,6,3,2022-12-09
I132433,C326632,8,1,2021-05-04
I132435,C183070,3,2,2021-01-24
I132437,C201690,7,1,2021-09-11
I132441,C277869,5,3,2022-07-19
I132442,C293383,3,1,2021-04-16
I132443,C420009,6,3,2022-03-21
I132446,C177756,2,3,2021-03-18
I132448,C107482,8,1,2022-02-03
I132449,C360601,3,3,2021-05-20
I132450,C187860,1,3,2022-08-10
I132451,C284778,5,1,2022-07-24
I132457,C154551,6,1,2022-04-02
I132459,C257017,4,1,2021-06-03
I132467,C153950,3,1,2022-08-31
I132468,C260838,1,1,2022-07-07
I132469,C222260,1,1,2021-05-08
I132470,C455571,1,1,2021-01-28
I132472,C316164,6,3,2022-05-02
I132478,C116782,2,2,2022-07-24
I132480,C194069,2,3,2021-11-07
I132482,C127399,6,3,2023-01-31
I132483,C115668,3,2,2021-08-01
I132490,C263095,1,2,2022-09-16
I132498,C333441,6,3,2021-04-29
I132502,C159509,6,1,2021-04-06
I132504,C154189,9,1,2022-04-24
I132506,C150017,8,3,2021-05-08
I132508,C173894,4,3,2022-04-22
I132509,C895059,6,3,2023-01-30
I132511,C151287,5,3,2021-11-22
I132512,C301586,1,3,2021-10-07
I132516,C129962,9,3,2023-01-14
I132517,C103421,1,2,2022-12-24
I132519,C610035,5,2,2021-10-14
I132528,C264984,6,1,2022-03-06
I132532,C226373,10,1,2022-03-04
I132534,C125128,4,3,2022-06-06
I132536,C683748,1,2,2022-05-23
I132540,C135027,10,1,2021-08-15
I132549,C723817,4,1,2021-11-02
I132551,C312079,3,1,2022-08-20
I132555,C390635,1,1,2023-02-23
I132557,C439152,1,2,2021-12-25
I132562,C564019,9,3,2022-09-22
I132563,C271833,1,3,2021-06-23
I132566,C333279,4,3,2022-09-05
I132570,C123675,3,1,2022-11-27
I132572,C213417,9,3,2023-01-25
I132573,C104520,1,3,2022-05-24
I132575,C483271,1,3,2022-02-23
I132579,C309100,4,3,2022-03-15
I132580,C320032,6,1,2021-03-12
I132586,C290586,6,1,2021-09-28
I132589,C122879,3,3,2021-09-30
I132590,C132494,1,2,2022-11-23
I132592,C379750,1,1,2022-04-05
I132599,C252926,3,1,2022-11-03
I132607,C260532,5,3,2021-01-06
I132608,C218487,6,1,2022-01-26
I132609,C249085,6,3,2022-06-29
I132610,C318248,5,3,2021-01-31
I132616,C302167,1,2,2021-06-03
I132617,C202084,3,2,2021-07-28
I132621,C804799,10,1,2022-04-20
I132626,C108022,6,3,2021-05-12
I132630,C481844,3,1,2021-12-31
I132640,C249426,3,1,2021-06-10
I132645,C424910,1,3,2023-01-05
I132648,C202788,10,3,2022-08-29
I132650,C288679,9,3,2021-04-20
I132661,C193510,6,3,2021-11-15
I132664,C451148,1,3,2022-07-18
I132672,C523059,4,3,2021-06-24
I132675,C127487,6,1,2023-02-10
I132686,C129862,1,3,2021-09-07
I132687,C279432,6,3,2022-05-02
I132689,C327578,6,3,2021-02-08
I132692,C233671,6,1,2021-04-12
I132694,C238158,1,2,2022-11-22
I132697,C277721,7,1,2022-06-19
I132698,C304621,7,2,2021-02-27
I132699,C130620,2,2,2023-01-19
I132708,C284370,3,3,2021-07-22
I132711,C594094,10,1,2022-03-17
I132723,C146277,2,3,2022-04-06
I132724,C305337,3,1,2021-10-11
I132729,C210581,4,3,2021-09-27
I132734,C317372,5,3,2021-02-11
I132738,C256652,3,3,2021-07-09
I132739,C985598,3,3,2021-05-21
I132740,C309242,6,3,2021-09-25
I132743,C187828,1,1,2022-05-21
I132745,C135226,8,3,2021-04-26
I132746,C131583,10,1,2023-01-19
I132747,C263834,6,3,2022-09-05
I132751,C133116,3,3,2021-07-08
I132753,C221135,1,2,2021-01-05
I132756,C229869,6,2,2021-03-25
I132760,C256899,3,3,2021-06-29
I132761,C195031,4,2,2021-12-30
I132762,C242980,1,2,2022-08-30
I132763,C304579,3,3,2023-02-08
I132765,C319086,3,3,2022-01-19
I132766,C242591,8,2,2022-03-14
I132768,C140341,3,3,2023-02-17
I132773,C325923,8,1,2021-05-31
I132779,C174041,5,3,2022-09-02
I132781,C285402,3,3,2022-06-17
I132786,C165716,6,1,2021-12-23
I132787,C171831,5,3,2021-01-20
I132788,C139687,4,1,2022-09-08
I132791,C136822,6,3,2021-05-10
I132792,C275940,3,3,2022-05-16
I132797,C288073,3,2,2022-12-21
I132798,C441837,5,3,2021-10-29
I132801,C170637,6,3,2022-01-04
I132809,C290403,6,2,2021-07-11
I132810,C277820,4,1,2021-09-05
I132814,C293805,10,2,2021-08-06
I132817,C507725,6,1,2021-07-19
I132818,C220608,3,3,2021-09-03
I132820,C221568,1,1,2022-02-16
I132821,C278845,3,1,2021-07-12
I132823,C130548,3,2,2021-10-26
I132825,C164288,6,2,2022-09-24
I132827,C211022,8,1,2021-12-09
I132828,C245610,9,1,2022-06-09
I132829,C160035,1,1,2022-08-02
I132831,C242907,6,3,2022-12-01
I132832,C129100,10,3,2021-03-21
I132843,C289934,2,3,2021-06-07
I132844,C335702,3,3,2021-03-22
I132846,C139008,3,3,2022-10-22
I132849,C261653,2,1,2022-05-01
I132850,C152078,1,3,2021-03-18
I132860,C116401,6,2,2022-07-24
I132865,C104374,6,3,2021-07-27
I132868,C161517,5,2,2021-09-26
I132869,C215113,1,1,2022-12-20
I132872,C985599,5,2,2021-01-17
I132877,C821587,4,3,2021-10-07
I132882,C104573,7,3,2021-07-01
I132886,C572783,7,2,2021-12-25
I132893,C320687,5,3,2022-01-26
I132894,C217270,9,1,2021-01-01
I132904,C250570,9,1,2021-08-11
I132921,C183551,4,1,2021-10-15
I132923,C265044,6,3,2022-07-14
I132926,C185938,1,1,2021-04-21
I132931,C657630,4,3,2022-02-20
I132932,C694147,2,3,2022-03-17
I132937,C275750,10,3,2021-07-12
I132940,C441145,6,3,2022-06-02
I132943,C258848,6,2,2021-01-19
I132946,C211164,4,1,2022-07-06
I132948,C432750,1,3,2021-05-19
I132949,C199381,5,1,2022-09-04
I132955,C746847,2,3,2022-06-01
I132963,C156500,4,1,2021-05-20
I132964,C147897,4,2,2021-06-01
I132965,C193973,8,1,2022-01-02
I132968,C329354,4,2,2021-05-30
I132974,C219121,1,1,2021-01-13
I132979,C695843,4,3,2022-09-21
I132982,C114570,9,3,2022-08-25
I132991,C174865,8,1,2022-04-28
I132992,C214812,7,2,2021-08-01
I132994,C313833,1,3,2023-02-15
I132996,C120810,6,1,2022-02-23
I132998,C438205,6,3,2022-09-02
I133000,C286684,3,2,2023-01-06
I133001,C422186,3,3,2021-04-25
I133005,C716870,10,3,2021-12-19
I133006,C385524,6,2,2022-08-01
I133013,C233582,10,3,2023-02-23
I133015,C980723,9,1,2021-10-03
I133017,C179266,9,3,2022-08-15
I133018,C588083,9,3,2022-12-20
I133021,C307433,3,1,2022-07-12
I133022,C194251,6,1,2021-09-16
I133023,C153761,8,3,2021-09-19
I133026,C252577,6,1,2022-08-17
I133027,C241709,6,1,2022-07-20
I133034,C456091,4,3,2021-11-23
I133036,C570087,4,1,2021-03-08
I133038,C338531,9,3,2022-06-06
I133039,C248749,6,3,2023-02-16
I133047,C265212,1,2,2022-02-12
I133048,C279357,10,3,2022-12-25
I133049,C253731,3,1,2021-08-05
I133050,C100112,1,2,2022-05-25
I133055,C544155,6,1,2021-02-04
I133058,C129913,1,3,2021-05-02
I133061,C336576,6,1,2022-06-09
I133068,C327050,9,3,2022-04-02
I133072,C274080,10,3,2023-01-30
I133074,C752719,9,1,2021-07-21
I133077,C876804,6,1,2022-12-23
I133083,C292339,1,3,2022-10-04
I133084,C219662,6,3,2021-10-17
I133085,C681557,1,3,2021-08-01
I133086,C650158,1,1,2022-07-12
I133091,C424361,7,1,2022-01-26
I133093,C152651,6,1,2021-12-14
I133097,C328182,7,1,2022-07-19
I133100,C174843,3,3,2022-12-17
I133111,C129528,3,3,2022-04-25
I133114,C259341,5,3,2023-01-28
I133115,C183628,3,3,2022-08-13
I133116,C190939,1,2,2021-12-02
I133118,C111218,4,3,2021-09-21
I133119,C320696,3,3,2021-03-30
I133126,C249340,6,3,2021-12-02
I133129,C150924,6,2,2023-01-13
I133131,C300969,1,2,2023-01-09
I133133,C121802,1,3,2021-10-01
I133142,C329997,8,1,2021-07-19
I133146,C315972,3,3,2021-05-17
I133163,C145264,6,1,2021-12-31
I133167,C149120,4,3,2022-08-27
I133169,C692204,6,3,2022-11-25
I133175,C137415,1,2,2022-08-21
I133180,C331008,4,1,2021-01-12
I133181,C120053,4,1,2021-02-17
I133182,C220949,6,1,2022-05-19
I133183,C735371,3,3,2021-04-11
I133186,C200237,4,1,2021-05-02
I133188,C961128,1,3,2022-05-13
I133189,C178820,4,3,2022-08-14
I133192,C155972,7,1,2022-06-27
I133196,C247667,5,1,2022-08-24
I133197,C330779,2,1,2021-02-04
I133209,C917620,6,2,2022-06-07
I133210,C314682,5,3,2023-02-23
I133211,C203404,1,3,2022-09-08
I133213,C233068,3,1,2021-05-03
I133215,C990802,5,1,2021-03-15
I133218,C250832,1,3,2023-02-25
I133220,C172557,8,1,2021-08-01
I133224,C482446,1,1,2021-01-12
I133233,C274243,9,3,2022-12-06
I133240,C999586,10,1,2022-06-14
I133242,C102913,1,1,2021-08-04
I133244,C211513,10,3,2021-08-25
I133251,C323190,6,3,2021-07-04
I133253,C106383,1,3,2022-01-03
I133255,C136111,6,3,2022-08-27
I133257,C498640,3,3,2022-07-16
I133258,C425778,10,3,2021-05-27
I133260,C218266,2,2,2022-07-09
I133261,C215081,1,3,2021-05-07
I133262,C286126,10,3,2022-01-09
I133263,C742828,4,1,2021-11-22
I133264,C289915,6,2,2022-02-23
I133266,C181098,5,1,2021-11-15
I133278,C301271,3,1,2021-02-24
I133281,C822599,1,3,2022-12-27
I133283,C185557,6,3,2023-02-08
I133285,C139643,1,2,2021-11-28
I133288,C261092,10,3,2021-11-28
I133290,C334601,3,3,2023-01-08
I133292,C313838,5,3,2021-05-09
I133294,C280130,6,3,2023-02-23
I133297,C180158,1,1,2022-10-31
I133298,C188361,6,1,2022-06-22
I133305,C167361,6,3,2021-11-15
I133306,C291874,1,1,2021-09-13
I133307,C659086,3,2,2021-04-28
I133308,C961817,9,2,2022-08-09
I133310,C817610,6,2,2021-09-21
I133313,C259084,6,3,2022-10-11
I133316,C976316,6,3,2022-01-31
I133324,C886341,6,3,2022-05-17
I133328,C307049,1,1,2021-03-05
I133329,C321992,6,3,2022-04-14
I133331,C268520,4,1,2021-09-09
I133337,C624412,10,1,2021-07-13
I133346,C331909,4,1,2021-10-31
I133347,C228000,5,1,2021-01-03
I133351,C230608,6,2,2021-04-04
I133353,C284101,3,1,2021-12-28
I133354,C714934,1,3,2021-07-18
I133360,C121537,6,1,2022-04-29
I133364,C148031,3,3,2022-07-30
I133365,C188432,1,3,2022-08-30
I133366,C241254,6,1,2022-10-21
I133368,C330736,6,2,2022-05-15
I133376,C458859,6,3,2023-01-28
I133379,C297026,1,3,2021-04-24
I133382,C220977,6,1,2022-04-11
I133383,C251958,6,3,2022-09-07
I133386,C271707,2,1,2023-01-09
I133387,C271799,2,3,2021-06-07
I133393,C107103,7,2,2021-05-19
I133396,C984776,1,3,2022-11-04
I133398,C229348,5,2,2022-03-22
I133400,C311228,4,3,2022-04-26
I133401,C168042,2,1,2022-09-27
I133403,C218737,1,2,2022-07-15
I133407,C498323,3,3,2023-02-14
I133409,C675926,3,1,2022-04-06
I133411,C233028,10,1,2021-09-06
I133413,C306916,2,3,2021-07-01
I133414,C239114,4,1,2022-03-31
I133415,C667201,3,1,2021-08-20
I133416,C238634,2,3,2022-08-06
I133417,C136500,3,3,2021-02-19
I133422,C703990,3,2,2021-06-23
I133426,C199378,6,3,2021-03-07
I133427,C219036,5,2,2021-08-25
I133428,C243866,3,2,2022-03-20
I133429,C194767,1,1,2021-10-07
I133435,C210016,7,2,2022-12-01
I133436,C254619,6,2,2021-08-10
I133437,C141622,10,2,2022-06-04
I133447,C211937,1,1,2021-05-10
I133448,C201935,3,1,2022-11-04
I133449,C834188,3,3,2022-09-14
I133450,C203254,5,2,2021-12-09
I133460,C727292,6,3,2022-07-15
I133461,C103181,9,2,2021-07-25
I133462,C324788,6,3,2022-08-11
I133464,C331762,6,1,2022-03-29
I133468,C259151,5,3,2022-11-12
I133470,C205157,3,3,2022-10-10
I133471,C218615,2,2,2022-04-30
I133475,C413984,1,2,2021-09-22
I133476,C134569,1,1,2022-04-28
I133479,C667915,3,1,2022-12-01
I133480,C121960,4,1,2021-12-05
I133486,C146574,1,3,2022-04-18
I133488,C147730,1,1,2021-11-25
I133492,C406999,7,3,2021-05-02
I133496,C316943,6,1,2023-01-16
I133497,C605964,1,1,2022-01-02
I133505,C420714,2,3,2023-01-08
I133506,C241089,5,1,2021-06-18
I133507,C311454,1,1,2023-02-07
I133508,C557050,5,2,2022-12-17
I133510,C322629,1,1,2022-09-09
I133511,C156966,6,3,2023-01-04
I133513,C115913,1,1,2021-03-16
I133517,C198107,1,2,2021-05-21
I133518,C256703,2,3,2022-04-20
I133523,C168592,4,1,2021-06-23
I133525,C324447,6,2,2021-10-15
