customer_id,gender,age
C190244,Female,67
C190245,Female,48
C190247,Male,36
C190250,Female,27
C190258,Female,50
C190260,Female,33
C190261,Male,48
C190262,Female,30
C190266,Male,64
C190269,Female,60
C190273,Male,60
C190278,Male,55
C190279,Female,25
C190280,Female,41
C190281,Female,42
C190285,Female,29
C190287,Male,21
C190288,Male,31
C190292,Male,28
C190296,Female,34
C190298,Male,32
C190305,Male,52
C190308,Male,25
C190312,Male,62
C190313,Female,55
C190317,Female,66
C190320,Female,20
C190324,Male,60
C190331,Male,52
C190336,Male,59
C190343,Male,63
C190346,Male,62
C190347,Male,37
C190351,Female,33
C190353,Male,61
C190355,Female,32
C190357,Female,46
C190358,Female,64
C190362,Female,50
C190367,Female,68
C190370,Male,20
C190371,Female,21
C190372,Female,47
C190374,Female,69
C190384,Female,24
C190385,Male,39
C190386,Male,34
C190388,Female,53
C190389,Female,58
C190390,Male,66
C190391,Male,63
C190392,Male,29
C190394,Female,42
C190397,Female,27
C190398,Female,18
C190401,Female,48
C190403,Female,36
C190404,Male,37
C190405,Male,50
C190409,Male,53
C190410,Male,38
C190417,Male,69
C190419,Female,37
C190421,Male,38
C190423,Female,29
C190428,Female,26
C190433,Female,18
C190435,Female,27
C190438,Male,38
C190444,Female,50
C190446,Female,69
C190448,Female,58
C190449,Female,39
C190451,Female,37
C190453,Female,19
C190454,Male,46
C190455,Female,47
C190457,Male,60
C190462,Male,38
C190463,Female,41
C190466,Male,50
C190468,Male,58
C190470,Male,43
C190471,Female,34
C190473,Female,35
C190475,Female,67
C190479,Male,56
C190480,Female,58
C190484,Male,61
C190490,Female,67
C190491,Female,25
C190499,Female,54
C190504,Female,37
C190507,Male,20
C190511,Female,58
C190518,Female,60
C190523,Male,21
C190530,Female,63
C190532,Female,19
C190536,Male,32
C190537,Male,52
C190539,Male,41
C190540,Female,42
C190542,Male,45
C190545,Female,32
C190548,Male,65
C190551,Male,36
C190553,Female,28
C190556,Male,39
C190557,Female,29
C190559,Female,55
C190560,Female,48
C190562,Male,61
C190564,Female,41
C190565,Male,32
C190567,Male,37
C190569,Female,64
C190572,Female,45
C190574,Female,22
C190576,Male,56
C190578,Male,59
C190584,Male,67
C190587,Female,49
C190591,Male,20
C190592,Male,22
C190593,Female,29
C190595,Female,21
C190600,Female,37
C190607,Female,21
C190614,Female,40
C190619,Male,38
C190626,Female,33
C190628,Female,54
C190629,Female,57
C190634,Male,22
C190635,Female,57
C190639,Male,27
C190641,Female,43
C190645,Male,65
C190647,Female,41
C190654,Female,56
C190658,Female,66
C190660,Male,54
C190667,Male,18
C190668,Male,22
C190673,Male,61
C190675,Male,28
C190679,Male,60
C190681,Female,27
C190682,Female,62
C190684,Male,48
C190688,Female,57
C190694,Female,37
C190696,Male,64
C190698,Female,26
C190702,Male,33
C190703,Female,51
C190708,Female,69
C190709,Male,43
C190710,Male,23
C190711,Female,57
C190715,Male,21
C190716,Female,53
C190720,Female,47
C190725,Female,29
C190730,Female,32
C190731,Male,64
C190736,Male,54
C190737,Female,53
C190746,Male,23
C190747,Male,41
C190753,Male,37
C190760,Female,36
C190762,Male,27
C190765,Female,56
C190767,Male,38
C190768,Female,47
C190772,Male,18
C190774,Male,40
C190775,Female,27
C190778,Male,28
C190779,Male,46
C190781,Female,37
C190782,Male,20
C190785,Male,54
C190787,Female,27
C190792,Female,62
C190794,Male,61
C190795,Female,24
C190798,Male,22
C190800,Male,49
C190801,Male,27
C190810,Male,38
C190813,Female,22
C190821,Male,35
C190825,Male,52
C190826,Female,48
C190828,Male,68
C190832,Male,63
C190836,Male,53
C190837,Male,55
C190839,Female,57
C190844,Female,69
C190845,Female,56
C190851,Male,21
C190853,Male,60
C190855,Male,54
C190863,Male,61
C190867,Male,24
C190872,Male,29
C190881,Male,45
C190883,Female,27
C190884,Female,57
C190895,Male,32
C190896,Female,39
C190897,Male,26
C190898,Male,69
C190901,Male,51
C190907,Female,28
C190908,Female,25
C190910,Male,20
C190913,Male,47
C190916,Female,42
C190917,Male,30
C190918,Male,50
C190932,Female,22
C190936,Female,18
C190938,Female,25
C190939,Female,61
C190940,Male,22
C190941,Male,27
C190946,Female,38
C190947,Female,63
C190948,Female,40
C190950,Male,46
C190952,Female,37
C190958,Male,38
C190959,Female,24
C190961,Female,43
C190966,Female,65
C190967,Female,43
C190969,Female,18
C190970,Female,24
C190973,Male,57
C190974,Male,33
C190977,Female,43
C190983,Male,29
C190986,Male,26
C190988,Male,40
C191004,Female,63
C191007,Male,21
C191010,Female,61
C191013,Male,60
C191014,Female,37
C191015,Female,18
C191017,Male,59
C191018,Male,22
C191022,Female,25
C191023,Female,44
C191025,Male,33
C191027,Male,61
C191032,Female,51
C191040,Female,26
C191045,Male,50
C191050,Female,65
C191054,Male,30
C191057,Male,37
C191059,Female,48
C191061,Female,48
C191062,Female,37
C191064,Female,57
C191065,Male,38
C191066,Male,29
C191074,Male,69
C191083,Male,59
C191087,Female,41
C191091,Female,68
C191101,Female,66
C191105,Male,51
C191108,Female,57
C191112,Female,60
C191114,Female,41
C191116,Male,49
C191117,Female,53
C191120,Female,69
C191121,Female,31
C191124,Male,46
C191130,Female,38
C191132,Male,65
C191136,Male,45
C191147,Female,43
C191148,Female,19
C191152,Female,59
C191162,Male,58
C191163,Male,41
C191166,Female,37
C191167,Female,53
C191174,Male,49
C191179,Female,34
C191183,Female,50
C191185,Female,32
C191186,Female,65
C191187,Female,35
C191191,Male,58
C191193,Male,21
C191197,Female,43
C191199,Male,42
C191200,Female,49
C191201,Female,30
C191205,Female,64
C191206,Female,39
C191210,Female,39
C191215,Male,45
C191222,Female,21
C191228,Female,61
C191229,Male,33
C191236,Female,44
C191237,Female,69
C191239,Female,53
C191246,Male,48
C191247,Male,50
C191248,Female,65
C191249,Female,21
C191250,Female,25
C191251,Male,38
C191253,Female,43
C191255,Male,52
C191258,Female,46
C191260,Female,44
C191261,Female,65
C191262,Male,42
C191264,Male,21
C191265,Female,54
C191269,Female,65
C191270,Male,52
C191274,Male,55
C191275,Female,23
C191276,Male,59
C191277,Female,52
C191280,Male,51
C191282,Female,48
C191284,Male,28
C191289,Female,41
C191290,Male,53
C191294,Male,45
C191300,Male,26
C191307,Female,57
C191308,Male,64
C191312,Male,65
C191313,Female,48
C191314,Female,27
C191315,Female,30
C191318,Female,55
C191320,Female,37
C191323,Male,35
C191328,Female,37
C191329,Female,54
C191332,Female,57
C191336,Female,31
C191337,Male,29
C191339,Female,44
C191344,Female,30
C191345,Female,18
C191347,Female,18
C191349,Female,33
C191350,Male,67
C191352,Female,19
C191353,Female,28
C191355,Female,36
C191357,Female,53
C191358,Female,41
C191360,Male,21
C191374,Female,68
C191376,Female,62
C191379,Female,40
C191382,Female,27
C191383,Male,36
C191384,Male,64
C191386,Female,62
C191387,Female,56
C191391,Female,61
C191392,Female,55
C191393,Male,54
C191394,Female,56
C191396,Female,62
C191400,Female,23
C191402,Female,22
C191406,Female,34
C191409,Female,55
C191415,Female,55
C191417,Female,48
C191418,Male,63
C191419,Female,32
C191421,Male,63
C191422,Male,48
C191427,Female,51
C191429,Female,46
C191433,Male,44
C191435,Female,67
C191441,Female,23
C191442,Male,32
C191458,Female,50
C191461,Male,58
C191462,Female,26
C191464,Male,68
C191467,Female,22
C191473,Female,50
C191474,Female,41
C191476,Female,36
C191477,Female,45
C191479,Female,50
C191480,Female,52
C191482,Male,24
C191484,Female,27
C191489,Female,39
C191490,Male,21
C191491,Male,64
C191492,Female,69
C191493,Female,28
C191496,Female,45
C191498,Male,67
C191501,Male,56
C191504,Male,42
C191506,Male,40
C191511,Male,48
C191512,Female,51
C191514,Female,67
C191517,Female,47
C191521,Male,54
C191524,Female,19
C191526,Male,45
C191532,Female,60
C191533,Male,39
C191535,Female,60
C191537,Female,23
C191542,Female,63
C191544,Female,54
C191545,Male,23
C191546,Female,37
C191548,Male,53
C191550,Female,26
C191552,Female,62
C191553,Male,22
C191554,Male,42
C191556,Male,22
C191557,Female,23
C191558,Female,45
C191561,Male,51
C191562,Female,46
C191572,Male,60
C191576,Male,54
C191579,Male,20
C191580,Male,57
C191585,Female,51
C191598,Female,49
C191601,Female,27
C191602,Female,64
C191605,Female,22
C191606,Male,59
C191607,Male,38
C191608,Female,57
C191611,Female,58
C191624,Male,53
C191641,Female,19
C191642,Male,50
C191643,Male,21
C191647,Female,45
C191650,Female,57
C191659,Female,30
C191662,Female,45
C191663,Male,31
C191665,Female,35
C191669,Female,63
C191673,Male,43
C191674,Male,52
C191675,Female,37
C191676,Female,60
C191678,Female,42
C191685,Female,36
C191688,Female,45
C191690,Female,54
C191695,Female,54
C191696,Male,52
C191700,Female,37
C191708,Female,29
C191709,Female,43
C191712,Female,40
C191719,Female,33
C191720,Female,46
C191721,Female,27
C191724,Male,52
C191731,Male,18
C191734,Female,47
C191738,Male,59
C191739,Male,25
C191740,Female,49
C191744,Female,68
C191749,Female,52
C191759,Male,54
C191760,Female,66
C191773,Female,27
C191780,Female,65
C191783,Male,37
C191786,Male,18
C191789,Male,27
C191792,Male,42
C191798,Female,67
C191799,Female,27
C191801,Male,59
C191806,Female,62
C191808,Female,49
C191811,Female,20
C191813,Male,66
C191816,Female,67
C191819,Female,19
C191828,Male,64
C191832,Male,65
C191838,Female,36
C191844,Female,19
C191847,Male,38
C191849,Female,52
C191852,Male,34
C191856,Female,46
C191860,Male,45
C191863,Male,58
C191865,Female,60
C191867,Female,38
C191869,Male,26
C191871,Female,56
C191874,Female,32
C191877,Female,64
C191879,Female,22
C191880,Female,23
C191881,Male,45
C191883,Male,23
C191885,Male,53
C191886,Female,52
C191887,Female,53
C191891,Male,48
C191893,Male,27
C191895,Female,28
C191901,Male,57
C191904,Female,31
C191906,Female,58
C191910,Male,19
C191911,Female,51
C191914,Male,20
C191915,Male,40
C191921,Male,61
C191923,Female,38
C191924,Female,66
C191926,Male,41
C191928,Female,21
C191931,Male,28
C191932,Male,30
C191936,Male,54
C191938,Male,69
C191939,Female,35
C191941,Male,61
C191943,Female,58
C191944,Female,45
C191945,Male,58
C191946,Female,45
C191949,Male,32
C191955,Female,56
C191956,Female,61
C191958,Male,38
C191960,Male,52
C191962,Female,29
C191987,Female,34
C191989,Female,38
C191990,Male,63
C191991,Male,46
C191994,Female,39
C191997,Male,53
C191998,Female,33
C192002,Male,55
C192003,Female,50
C192010,Female,32
C192014,Male,58
C192016,Female,36
C192022,Male,40
C192023,Male,50
C192029,Female,24
C192031,Female,40
C192032,Male,28
C192033,Male,39
C192037,Male,67
C192044,Female,40
C192045,Female,32
C192048,Female,48
C192050,Male,20
C192053,Female,52
C192057,Female,60
C192059,Female,68
C192060,Male,33
C192063,Female,58
C192066,Male,51
C192068,Female,43
C192072,Female,57
C192079,Female,52
C192080,Female,19
C192081,Female,56
C192084,Male,58
C192088,Male,24
C192094,Female,43
C192095,Female,41
C192096,Female,39
C192098,Female,41
C192110,Female,30
C192117,Female,30
C192121,Female,31
C192122,Male,51
C192124,Female,43
C192141,Female,48
C192143,Female,42
C192144,Female,63
C192147,Female,60
C192149,Female,63
C192151,Female,58
C192152,Female,35
C192154,Female,28
C192156,Male,35
C192159,Female,60
C192161,Female,30
C192163,Female,69
C192166,Male,68
C192167,Male,31
C192169,Female,52
C192171,Female,37
C192176,Male,69
C192178,Male,19
C192180,Female,55
C192181,Female,21
C192183,Female,34
C192189,Male,47
C192195,Female,50
C192197,Female,69
C192203,Male,55
C192204,Female,61
C192208,Male,32
C192209,Male,63
C192211,Male,18
C192216,Male,45
C192217,Female,47
C192218,Female,56
C192222,Female,43
C192223,Female,36
C192224,Female,46
C192228,Male,20
C192229,Female,56
C192231,Female,60
C192232,Female,61
C192235,Female,56
C192236,Male,34
C192238,Male,66
C192241,Female,19
C192243,Male,18
C192247,Female,44
C192256,Female,66
C192259,Male,37
C192262,Male,51
C192263,Female,21
C192265,Female,51
C192271,Male,51
C192275,Female,30
C192277,Female,62
C192278,Female,46
C192282,Male,43
C192288,Female,27
C192290,Female,27
C192294,Male,33
C192300,Female,42
C192301,Male,30
C192312,Male,59
C192315,Female,54
C192316,Female,52
C192319,Female,38
C192320,Female,65
C192327,Male,52
C192329,Female,61
C192330,Female,56
C192331,Male,58
C192332,Male,29
C192335,Female,65
C192338,Female,25
C192341,Female,35
C192342,Male,33
C192344,Male,50
C192346,Female,26
C192347,Female,20
C192350,Male,37
C192353,Female,52
C192355,Female,22
C192356,Male,41
C192357,Male,26
C192359,Female,55
C192361,Female,32
C192362,Female,59
C192364,Female,57
C192365,Female,35
C192369,Male,65
C192374,Female,24
C192376,Female,31
C192377,Male,33
C192380,Female,65
C192381,Female,33
C192383,Male,45
C192387,Male,28
C192388,Female,68
C192392,Female,61
C192393,Female,65
C192394,Male,62
C192403,Female,29
C192406,Female,21
C192408,Female,23
C192409,Male,48
C192413,Female,45
C192417,Male,24
C192420,Male,59
C192424,Female,42
C192427,Female,61
C192430,Male,64
C192436,Male,55
C192437,Female,58
C192438,Male,18
C192446,Female,22
C192451,Male,41
C192452,Male,38
C192458,Female,34
C192462,Male,62
C192474,Female,59
C192479,Male,52
C192489,Female,34
C192491,Female,55
C192498,Female,44
C192511,Female,59
C192513,Female,18
C192515,Male,24
C192518,Female,42
C192526,Female,46
C192527,Male,64
C192530,Female,31
C192539,Female,68
C192541,Female,61
C192543,Male,54
C192553,Female,67
C192555,Male,39
C192557,Female,20
C192559,Male,37
C192560,Female,47
C192567,Female,45
C192571,Male,32
C192575,Male,38
C192580,Male,62
C192581,Female,26
C192583,Male,57
C192594,Female,50
C192599,Female,48
C192603,Female,49
C192609,Female,19
C192610,Female,58
C192611,Male,41
C192612,Male,37
C192614,Male,38
C192615,Male,64
C192620,Male,59
C192621,Male,68
C192623,Female,32
C192624,Male,38
C192625,Female,31
C192632,Female,56
C192636,Female,18
C192637,Female,24
C192643,Male,69
C192647,Female,65
C192648,Female,25
C192652,Female,25
C192661,Female,22
C192663,Male,30
C192664,Male,22
C192667,Female,59
C192671,Female,39
C192673,Female,58
C192674,Male,18
C192680,Female,26
C192683,Female,19
C192685,Male,34
C192687,Female,64
C192699,Male,48
C192700,Male,49
C192701,Female,64
C192706,Female,59
C192711,Female,55
C192712,Female,25
C192716,Female,62
C192721,Female,19
C192723,Female,22
C192725,Female,50
C192736,Male,66
C192738,Male,28
C192743,Female,49
C192746,Female,43
C192751,Female,18
C192752,Female,28
C192757,Male,67
C192763,Female,66
C192765,Female,33
C192767,Female,47
C192775,Male,26
C192778,Male,33
C192783,Female,51
C192785,Male,56
C192787,Female,52
C192788,Male,42
C192789,Male,18
C192793,Male,62
C192794,Male,45
C192800,Male,49
C192801,Male,59
C192806,Male,37
C192808,Male,29
C192809,Female,51
C192810,Female,61
C192813,Male,47
C192814,Male,33
C192815,Male,18
C192819,Female,63
C192823,Male,36
C192824,Female,29
C192825,Female,62
C192828,Male,30
C192836,Female,59
C192839,Male,62
C192843,Male,34
C192844,Female,56
C192847,Male,50
C192850,Male,42
C192859,Male,44
C192864,Female,35
C192866,Female,28
C192869,Male,54
C192871,Female,19
C192874,Female,60
C192881,Male,36
C192886,Male,65
C192887,Male,41
C192895,Female,47
C192898,Female,55
C192901,Male,31
C192905,Male,23
C192909,Male,35
C192918,Female,66
C192921,Female,56
C192927,Female,29
C192929,Female,56
C192930,Male,64
C192931,Female,51
C192938,Male,61
C192942,Male,37
C192945,Male,66
C192947,Female,35
C192950,Female,37
C192952,Male,28
C192962,Female,31
C192963,Male,41
C192969,Female,44
C192970,Female,32
C192971,Female,49
C192972,Male,59
C192973,Female,59
C192978,Male,28
C192979,Female,47
C192981,Female,41
C192982,Male,41
C192983,Female,30
C192986,Male,55
C192987,Male,69
C192992,Female,37
C192993,Male,41
C193003,Male,26
C193004,Female,46
C193006,Female,38
C193008,Female,62
C193011,Female,59
C193015,Female,19
C193020,Female,52
C193021,Female,64
C193023,Male,61
C193026,Female,57
C193027,Female,58
C193028,Male,57
C193030,Female,34
C193031,Male,33
C193034,Female,38
C193043,Female,20
C193044,Female,67
C193048,Male,31
C193054,Male,44
C193055,Female,52
C193056,Female,30
C193062,Female,45
C193063,Female,38
C193064,Male,43
C193069,Female,46
C193094,Male,53
C193095,Female,56
C193099,Female,45
C193100,Female,47
C193101,Female,36
C193103,Female,68
C193112,Male,27
C193115,Female,40
C193117,Female,26
C193121,Male,42
C193129,Female,58
C193130,Female,49
C193142,Female,67
C193143,Female,54
C193149,Male,20
C193150,Female,49
C193151,Female,68
C193161,Female,28
C193162,Female,30
C193164,Male,48
C193168,Female,37
C193169,Female,27
C193170,Female,61
C193171,Female,39
C193172,Female,56
C193177,Female,36
C193182,Female,20
C193188,Female,64
C193189,Female,40
C193193,Female,67
C193199,Female,42
C193204,Male,45
C193206,Female,53
C193208,Male,48
C193210,Female,25
C193214,Male,69
C193215,Male,60
C193216,Female,36
C193217,Female,28
C193221,Male,37
C193227,Female,43
C193228,Female,27
C193236,Male,50
C193243,Female,43
C193254,Female,59
C193258,Female,42
C193263,Male,40
C193264,Male,30
C193268,Female,38
C193269,Female,27
C193272,Male,24
C193274,Female,22
C193276,Female,54
C193277,Male,42
C193281,Male,45
C193283,Male,21
C193286,Female,18
C193288,Female,21
C193291,Male,29
C193292,Female,55
C193297,Female,38
C193298,Female,20
C193299,Female,63
C193308,Male,64
C193310,Female,36
C193313,Female,21
C193315,Female,22
C193320,Female,47
C193323,Female,24
C193325,Female,23
C193327,Female,67
C193332,Female,19
C193334,Male,59
C193338,Male,59
C193340,Female,24
C193341,Male,55
C193342,Male,57
C193343,Female,47
C193345,Female,56
C193348,Female,49
C193352,Male,65
C193353,Male,54
C193356,Female,21
C193358,Female,29
C193367,Male,35
C193369,Male,35
C193371,Female,68
C193374,Female,20
C193377,Male,69
C193380,Male,29
C193384,Male,69
C193386,Male,25
C193387,Female,46
C193390,Male,39
C193391,Male,64
C193396,Female,28
C193399,Male,28
C193402,Female,68
C193403,Male,69
C193405,Male,32
C193412,Female,46
C193415,Female,68
C193416,Female,29
C193422,Male,50
C193423,Male,46
C193424,Male,23
C193425,Female,57
C193426,Male,31
C193427,Female,39
C193429,Female,66
C193430,Male,42
C193433,Male,45
C193436,Male,38
C193441,Male,49
C193442,Female,41
C193449,Male,66
C193452,Female,31
C193454,Female,39
C193460,Male,40
C193464,Female,41
C193467,Male,52
C193470,Male,42
C193478,Male,29
C193481,Female,67
C193488,Female,32
C193489,Female,29
C193494,Female,65
C193495,Female,67
C193497,Female,62
C193498,Female,52
C193499,Male,36
C193501,Female,38
C193503,Female,64
C193505,Female,19
C193510,Female,66
C193512,Male,36
C193515,Male,50
C193516,Female,49
C193517,Male,65
C193518,Female,50
C193523,Female,44
C193525,Male,28
C193527,Male,24
C193533,Male,54
C193534,Male,33
C193537,Female,68
C193543,Female,62
C193544,Male,50
C193551,Female,54
C193553,Female,30
C193554,Male,58
C193562,Male,48
C193565,Female,49
C193566,Male,51
C193586,Female,46
C193590,Female,20
C193592,Female,19
C193593,Female,48
C193594,Female,21
C193597,Female,64
C193599,Male,19
C193601,Male,45
C193606,Male,35
C193607,Male,20
C193614,Male,38
C193616,Male,69
C193620,Female,41
C193622,Female,54
C193624,Male,66
C193629,Male,28
C193636,Female,57
C193639,Female,54
C193641,Female,32
C193644,Male,67
C193646,Male,33
C193649,Female,46
C193651,Female,34
C193654,Female,27
C193658,Male,57
C193663,Male,44
C193665,Male,39
C193666,Male,43
C193671,Female,35
C193673,Male,26
C193674,Female,37
C193677,Male,66
C193679,Female,63
C193682,Female,20
C193685,Female,32
C193686,Female,43
C193687,Male,27
C193688,Male,61
C193689,Male,28
C193692,Female,26
C193694,Male,28
C193699,Female,38
C193704,Male,43
C193717,Female,47
C193722,Female,37
C193724,Female,38
C193726,Female,50
C193732,Female,24
C193734,Female,25
C193735,Female,47
C193737,Male,50
C193740,Male,34
C193741,Female,51
C193743,Male,20
C193745,Female,23
C193749,Female,46
C193750,Female,62
C193754,Male,18
C193755,Female,45
C193757,Female,47
C193758,Male,53
C193759,Female,61
C193761,Female,34
C193764,Female,36
C193766,Female,27
C193772,Female,55
C193774,Female,24
C193775,Male,43
C193776,Male,54
C193777,Female,51
C193778,Male,43
C193786,Female,69
C193787,Female,55
C193791,Male,47
C193792,Female,21
C193793,Male,23
C193795,Male,69
C193796,Female,33
C193800,Female,42
C193803,Male,42
C193804,Male,24
C193809,Male,69
C193810,Female,20
C193813,Male,33
C193814,Female,21
C193821,Male,45
C193824,Female,67
C193826,Male,24
C193828,Female,26
C193832,Male,31
C193834,Male,40
C193836,Male,27
C193837,Female,31
C193839,Male,47
C193841,Male,39
C193849,Male,25
C193853,Female,27
C193856,Female,37
C193858,Female,18
C193860,Female,43
C193862,Female,68
C193865,Female,25
C193866,Male,65
C193870,Male,63
C193872,Male,55
C193875,Male,69
C193876,Female,58
C193882,Female,67
C193888,Female,32
C193889,Female,57
C193893,Female,44
C193896,Female,65
C193904,Female,57
C193906,Male,26
C193908,Female,30
C193909,Female,56
C193914,Male,36
C193916,Male,67
C193919,Male,49
C193922,Female,36
C193923,Male,54
C193924,Male,42
C193925,Female,57
C193926,Female,58
C193927,Male,28
C193932,Male,27
C193933,Male,64
C193935,Female,36
C193938,Female,21
C193943,Female,22
C193953,Male,19
C193955,Male,62
C193956,Female,50
C193957,Female,68
C193962,Female,30
C193964,Female,52
C193968,Male,19
C193973,Female,34
C193977,Male,33
C193979,Male,50
C193983,Female,51
C193986,Female,25
C193988,Female,56
C193989,Female,38
C193990,Female,64
C193993,Female,34
C193996,Female,22
C194012,Female,35
C194015,Female,49
C194019,Female,54
C194025,Female,47
C194028,Female,36
C194034,Female,61
C194035,Male,23
C194036,Female,60
C194041,Female,58
C194046,Female,18
C194047,Female,51
C194049,Female,45
C194053,Female,53
C194054,Female,55
C194057,Male,45
C194058,Female,33
C194061,Female,55
C194062,Male,32
C194063,Female,52
C194069,Female,20
C194073,Male,51
C194075,Male,47
C194078,Male,43
C194080,Female,21
C194081,Female,50
C194082,Female,35
C194084,Male,66
C194086,Male,21
C194087,Male,23
C194090,Female,26
C194095,Female,20
C194100,Male,42
C194102,Male,56
C194107,Female,58
C194110,Female,55
C194112,Female,42
C194115,Female,69
C194128,Female,34
C194130,Female,38
C194131,Female,26
C194138,Male,29
C194144,Male,66
C194154,Female,35
C194159,Female,23
C194160,Female,35
C194165,Female,20
C194170,Female,49
C194171,Male,33
C194173,Female,33
C194174,Female,19
C194181,Male,33
C194183,Male,43
C194184,Male,40
C194185,Male,47
C194187,Male,67
C194189,Male,28
C194192,Male,35
C194194,Male,36
C194198,Female,51
C194199,Female,60
C194201,Female,23
C194205,Male,36
C194206,Female,52
C194208,Female,29
C194209,Female,58
C194211,Male,48
C194214,Male,45
C194220,Female,23
C194222,Female,21
C194224,Male,25
C194236,Female,21
C194239,Male,43
C194241,Female,21
C194245,Male,49
C194251,Female,40
C194253,Female,28
C194255,Female,41
C194256,Male,34
C194257,Female,33
C194258,Female,50
C194263,Female,23
C194266,Female,45
C194267,Female,46
C194268,Female,27
C194270,Male,33
C194273,Female,27
C194274,Male,39
C194283,Female,42
C194286,Female,61
C194292,Male,43
C194293,Female,37
C194296,Female,50
C194297,Female,37
C194298,Female,29
C194300,Male,36
C194305,Female,43
C194306,Male,31
C194311,Male,42
C194314,Female,66
C194315,Female,25
C194316,Male,58
C194323,Female,40
C194325,Female,38
C194326,Female,59
C194327,Female,48
C194328,Male,58
C194330,Male,56
C194334,Male,49
C194336,Female,32
C194338,Female,69
C194339,Male,46
C194340,Female,58
C194341,Female,42
C194347,Female,49
C194348,Male,48
C194351,Male,41
C194356,Female,47
C194360,Female,64
C194363,Female,62
C194365,Female,19
C194367,Male,62
C194372,Male,67
C194375,Female,35
C194380,Female,41
C194381,Female,27
C194386,Female,36
C194388,Female,25
C194390,Female,28
C194393,Male,60
C194396,Male,49
C194398,Female,24
C194399,Male,47
C194401,Female,18
C194402,Female,43
C194404,Female,22
C194405,Female,24
C194406,Male,34
C194408,Male,19
C194413,Male,57
C194419,Female,46
C194429,Female,29
C194430,Male,50
C194431,Female,59
C194432,Female,36
C194438,Female,45
C194442,Female,29
C194444,Male,29
C194448,Male,54
C194449,Male,64
C194451,Female,68
C194452,Female,52
C194457,Female,64
C194459,Male,48
C194460,Female,30
C194463,Female,26
C194465,Female,31
C194476,Female,43
C194478,Male,20
C194480,Male,35
C194484,Male,42
C194486,Female,62
C194490,Male,36
C194493,Female,20
C194497,Male,68
C194498,Male,63
C194501,Male,24
C194504,Female,32
C194505,Female,40
C194507,Female,32
C194516,Male,23
C194517,Male,69
C194518,Female,27
C194519,Female,40
C194522,Female,60
C194523,Male,53
C194527,Female,61
C194530,Female,56
C194532,Female,61
C194533,Male,50
C194540,Male,63
C194542,Female,66
C194544,Male,30
C194550,Female,55
C194552,Male,44
C194559,Female,49
C194563,Female,32
C194564,Male,61
C194566,Male,49
C194567,Female,52
C194568,Male,21
C194569,Female,31
C194572,Female,43
C194575,Female,28
C194576,Male,31
C194592,Male,47
C194594,Female,67
C194595,Male,21
C194598,Male,22
C194600,Male,53
C194604,Female,35
C194606,Female,45
C194608,Male,49
C194613,Female,40
C194615,Male,66
C194616,Female,47
C194618,Female,34
C194621,Female,55
C194629,Female,50
C194640,Female,51
C194642,Male,34
C194643,Female,44
C194651,Female,59
C194655,Female,28
C194656,Female,30
C194657,Female,63
C194658,Female,21
C194662,Female,20
C194664,Female,21
C194665,Female,58
C194667,Male,21
C194668,Female,23
C194673,Female,45
C194674,Female,47
C194675,Male,37
C194679,Male,18
C194680,Female,18
C194681,Female,66
C194690,Female,39
C194691,Female,52
C194695,Female,68
C194700,Male,38
C194702,Female,64
C194706,Male,30
C194707,Female,31
C194712,Female,41
C194716,Male,34
C194720,Female,21
C194721,Male,24
C194722,Male,23
C194725,Male,69
C194726,Male,50
C194729,Female,63
C194730,Female,42
C194735,Female,37
C194739,Male,61
C194746,Female,67
C194749,Female,49
C194752,Male,54
C194753,Male,22
C194754,Female,25
C194761,Female,62
C194767,Male,29
C194770,Female,53
C194773,Female,64
C194774,Male,36
C194780,Male,59
C194782,Female,57
C194785,Female,47
C194786,Female,31
C194791,Female,56
C194794,Male,30
C194795,Female,25
C194798,Male,28
C194803,Male,63
C194805,Male,19
C194806,Female,52
C194809,Female,68
C194810,Female,33
C194815,Female,65
C194818,Female,55
C194820,Female,67
C194824,Female,65
C194827,Female,63
C194828,Female,39
C194835,Female,37
C194836,Female,51
C194838,Female,48
C194840,Female,61
C194841,Male,47
C194857,Male,47
C194858,Male,66
C194859,Female,20
C194860,Male,57
C194861,Male,37
C194869,Male,19
C194873,Female,36
C194875,Female,36
C194879,Male,58
C194880,Female,59
C194881,Female,62
C194882,Female,23
C194883,Male,47
C194884,Female,58
C194885,Female,47
C194887,Male,66
C194889,Female,29
C194895,Male,32
C194903,Male,55
C194904,Female,32
C194910,Female,58
C194911,Male,41
C194912,Female,41
C194915,Male,50
C194916,Female,41
C194922,Female,65
C194926,Female,54
C194929,Male,41
C194930,Female,24
C194933,Female,68
C194934,Female,35
C194935,Female,64
C194937,Female,56
C194938,Male,27
C194939,Male,63
C194940,Female,27
C194941,Female,40
C194943,Female,31
C194944,Female,52
C194952,Female,50
C194953,Female,44
C194956,Female,36
C194958,Male,38
C194959,Male,50
C194962,Female,21
C194971,Female,23
C194973,Male,67
C194974,Male,47
C194975,Female,19
C194976,Female,20
C194978,Male,36
C194981,Female,20
C194982,Female,44
C194985,Female,28
C194988,Female,43
C194993,Female,21
C194994,Male,38
C194996,Female,31
C195006,Male,60
C195011,Female,30
C195013,Female,69
C195015,Male,34
C195019,Female,49
C195022,Female,22
C195028,Male,22
C195031,Female,37
C195033,Female,39
C195034,Male,19
C195036,Male,41
