invoice_item_id,invoice_no,category_id,quantity,price
10078,I335701,2,5,3000.85
10079,I309207,5,1,5.23
10080,I160541,5,5,26.15
10081,I269544,1,1,300.08
10082,I259775,5,2,10.46
10083,I253626,5,3,15.69
10084,I411678,1,1,300.08
10085,I353202,6,1,35.84
10086,I336754,5,4,20.92
10087,I283592,1,3,900.24
10088,I243132,8,1,11.73
10089,I330488,1,1,300.08
10090,I149961,1,5,1500.40
10091,I646350,5,1,5.23
10092,I203008,1,5,1500.40
10093,I755403,4,1,40.66
10094,I635246,8,5,58.65
10095,I114209,3,4,60.60
10096,I286433,6,1,35.84
10097,I169428,4,1,40.66
10098,I274214,5,3,15.69
10099,I765890,4,3,121.98
10100,I241688,1,1,300.08
10101,I260858,5,1,5.23
10102,I142911,1,3,900.24
10103,I213187,1,4,1200.32
10104,I173299,1,5,1500.40
10105,I585649,1,4,1200.32
10106,I165551,3,5,75.75
10107,I252001,3,5,75.75
10108,I149193,1,3,900.24
10109,I288667,1,3,900.24
10110,I322898,5,3,15.69
10111,I294179,1,5,1500.40
10112,I164770,1,4,1200.32
10113,I129876,6,4,143.36
10114,I642347,2,1,600.17
10115,I100358,4,5,203.30
10116,I129184,5,4,20.92
10117,I293400,3,3,45.45
10118,I235060,1,4,1200.32
10119,I963293,1,3,900.24
10120,I206616,5,2,10.46
10121,I795463,7,4,4200.00
10122,I957403,1,3,900.24
10123,I151292,7,2,2100.00
10124,I383331,3,2,30.30
10125,I260131,4,4,162.64
10126,I293675,6,1,35.84
10127,I879656,1,4,1200.32
10128,I952489,1,5,1500.40
10129,I383720,6,5,179.20
10130,I153039,7,4,4200.00
10131,I221154,1,5,1500.40
10132,I204657,1,5,1500.40
10133,I164494,4,3,121.98
10134,I277024,1,1,300.08
10135,I600406,4,3,121.98
10136,I298851,8,1,11.73
10137,I232328,3,2,30.30
10138,I308653,1,5,1500.40
10139,I338031,2,3,1800.51
10140,I635591,1,3,900.24
10141,I329827,1,4,1200.32
10142,I507557,4,1,40.66
10143,I308461,6,1,35.84
10144,I977154,1,4,1200.32
10145,I273653,5,3,15.69
10146,I173130,2,5,3000.85
10147,I144865,2,4,2400.68
10148,I772735,4,2,81.32
10149,I336968,5,5,26.15
10150,I300836,2,5,3000.85
10151,I210759,4,3,121.98
10152,I176189,1,1,300.08
10153,I978152,2,3,1800.51
10154,I227208,8,4,46.92
10155,I190824,2,1,600.17
10156,I210816,3,1,15.15
10157,I304693,4,4,162.64
10158,I296130,5,1,5.23
10159,I306306,1,3,900.24
10160,I274103,1,3,900.24
10161,I202491,7,4,4200.00
10162,I328928,8,2,23.46
10163,I195461,5,1,5.23
10164,I129957,6,3,107.52
10165,I101717,4,5,203.30
10166,I138439,4,5,203.30
10167,I967047,4,1,40.66
10168,I220454,4,2,81.32
10169,I179641,3,4,60.60
10170,I308401,1,2,600.16
10171,I321646,4,5,203.30
10172,I179217,2,1,600.17
10173,I142694,1,4,1200.32
10174,I142506,2,1,600.17
10175,I384827,6,2,71.68
10176,I193137,1,3,900.24
10177,I960961,5,1,5.23
10178,I218678,1,5,1500.40
10179,I283095,5,4,20.92
10180,I383395,1,2,600.16
10181,I152574,8,5,58.65
10182,I163740,4,3,121.98
10183,I139860,1,5,1500.40
10184,I140709,5,2,10.46
10185,I175108,1,2,600.16
10186,I232144,1,4,1200.32
10187,I127326,3,3,45.45
10188,I129440,1,2,600.16
10189,I524915,8,5,58.65
10190,I340233,1,1,300.08
10191,I127582,1,5,1500.40
10192,I708551,1,3,900.24
10193,I127709,2,2,1200.34
10194,I198076,1,3,900.24
10195,I279933,4,2,81.32
10196,I204440,1,2,600.16
10197,I172231,5,1,5.23
10198,I224103,1,3,900.24
10199,I232329,1,5,1500.40
10200,I258655,8,1,11.73
10201,I423311,2,5,3000.85
10202,I443400,6,2,71.68
10203,I287061,4,3,121.98
10204,I195819,1,5,1500.40
10205,I432286,1,2,600.16
10206,I228457,1,1,300.08
10207,I215267,4,2,81.32
10208,I218384,6,3,107.52
10209,I401326,4,3,121.98
10210,I118950,5,2,10.46
10211,I545200,7,3,3150.00
10212,I676857,6,1,35.84
10213,I225931,1,5,1500.40
10214,I142020,1,2,600.16
10215,I236222,1,3,900.24
10216,I296539,6,5,179.20
10217,I168812,1,2,600.16
10218,I124436,8,1,11.73
10219,I927162,1,1,300.08
10220,I902930,1,1,300.08
10221,I227323,4,3,121.98
10222,I676618,1,4,1200.32
10223,I111464,7,3,3150.00
10224,I205101,8,3,35.19
10225,I316563,6,5,179.20
10226,I251441,4,3,121.98
10227,I372802,4,1,40.66
10228,I387834,3,4,60.60
10229,I288660,6,1,35.84
10230,I656331,2,3,1800.51
10231,I340398,1,2,600.16
10232,I307850,2,1,600.17
10233,I221848,6,3,107.52
10234,I337425,5,5,26.15
10235,I326833,5,4,20.92
10236,I340072,7,1,1050.00
10237,I202639,5,4,20.92
10238,I252623,5,2,10.46
10239,I226110,1,5,1500.40
10240,I101551,1,2,600.16
10241,I337145,1,1,300.08
10242,I304391,4,1,40.66
10243,I867846,1,1,300.08
10244,I362501,5,2,10.46
10245,I755428,6,4,143.36
10246,I144488,4,1,40.66
10247,I234988,5,5,26.15
10248,I282961,6,2,71.68
10249,I780426,2,1,600.17
10250,I563548,1,2,600.16
10251,I269830,6,3,107.52
10252,I624527,1,1,300.08
10253,I236313,4,4,162.64
10254,I189835,2,4,2400.68
10255,I115391,5,1,5.23
10256,I251706,2,2,1200.34
10257,I155324,4,2,81.32
10258,I106153,4,4,162.64
10259,I188762,5,2,10.46
10260,I157174,4,1,40.66
10261,I104002,5,3,15.69
10262,I337214,7,1,1050.00
10263,I379827,1,1,300.08
10264,I682592,5,1,5.23
10265,I719785,2,5,3000.85
10266,I301406,7,2,2100.00
10267,I156825,6,1,35.84
10268,I304725,4,5,203.30
10269,I724620,1,5,1500.40
10270,I339535,2,2,1200.34
10271,I242932,8,5,58.65
10272,I242313,1,1,300.08
10273,I964381,5,2,10.46
10274,I552532,2,4,2400.68
10275,I310673,2,5,3000.85
10276,I148033,5,5,26.15
10277,I203256,1,5,1500.40
10278,I309568,6,4,143.36
10279,I274828,2,5,3000.85
10280,I114619,1,5,1500.40
10281,I228433,2,2,1200.34
10282,I408836,1,1,300.08
10283,I133186,3,1,15.15
10284,I106968,8,5,58.65
10285,I252695,3,5,75.75
10286,I185529,6,4,143.36
10287,I187619,5,1,5.23
10288,I249291,1,5,1500.40
10289,I280067,5,2,10.46
10290,I993421,5,3,15.69
10291,I137037,6,4,143.36
10292,I264873,5,4,20.92
10293,I130523,1,2,600.16
10294,I195496,4,5,203.30
10295,I111023,1,5,1500.40
10296,I298389,3,2,30.30
10297,I166046,1,4,1200.32
10298,I176425,4,1,40.66
10299,I276394,4,4,162.64
10300,I271177,1,5,1500.40
10301,I199748,2,3,1800.51
10302,I242526,3,4,60.60
10303,I568376,1,1,300.08
10304,I328183,1,1,300.08
10305,I165041,1,5,1500.40
10306,I255203,1,1,300.08
10307,I293711,4,1,40.66
10308,I326874,4,3,121.98
10309,I146178,5,5,26.15
10310,I236156,1,1,300.08
10311,I208031,6,3,107.52
10312,I251688,2,5,3000.85
10313,I318336,4,5,203.30
10314,I218176,1,2,600.16
10315,I239320,3,2,30.30
10316,I257005,2,5,3000.85
10317,I208040,4,1,40.66
10318,I286525,2,1,600.17
10319,I921324,7,5,5250.00
10320,I175096,2,4,2400.68
10321,I311014,7,4,4200.00
10322,I133591,1,5,1500.40
10323,I461978,1,1,300.08
10324,I153289,5,1,5.23
10325,I384006,5,5,26.15
10326,I227425,7,4,4200.00
10327,I194592,6,4,143.36
10328,I248509,5,3,15.69
10329,I238809,3,3,45.45
10330,I241113,1,4,1200.32
10331,I139854,2,1,600.17
10332,I260074,1,5,1500.40
10333,I157967,7,5,5250.00
10334,I337459,4,2,81.32
10335,I319113,7,4,4200.00
10336,I173694,3,4,60.60
10337,I130959,5,5,26.15
10338,I226441,1,2,600.16
10339,I289459,1,1,300.08
10340,I308567,4,4,162.64
10341,I334879,2,1,600.17
10342,I131856,2,5,3000.85
10343,I231345,5,3,15.69
10344,I106176,8,4,46.92
10345,I218100,7,3,3150.00
10346,I385637,4,1,40.66
10347,I231965,2,1,600.17
10348,I296144,6,2,71.68
10349,I305541,2,1,600.17
10350,I116669,1,1,300.08
10351,I295648,1,3,900.24
10352,I784538,7,1,1050.00
10353,I105481,5,5,26.15
10354,I295112,1,1,300.08
10355,I806738,6,1,35.84
10356,I216542,1,2,600.16
10357,I648044,2,5,3000.85
10358,I304625,1,5,1500.40
10359,I102800,2,1,600.17
10360,I251223,1,2,600.16
10361,I329962,5,5,26.15
10362,I140750,5,4,20.92
10363,I229039,6,2,71.68
10364,I120587,4,4,162.64
10365,I130814,8,1,11.73
10366,I245088,1,1,300.08
10367,I236004,1,2,600.16
10368,I310910,4,4,162.64
10369,I247096,4,3,121.98
10370,I234421,1,5,1500.40
10371,I702203,6,5,179.20
10372,I562983,4,4,162.64
10373,I176318,5,5,26.15
10374,I309767,1,5,1500.40
10375,I552724,2,2,1200.34
10376,I117649,1,4,1200.32
10377,I194286,1,5,1500.40
10378,I165351,1,3,900.24
10379,I592112,5,4,20.92
10380,I353244,6,5,179.20
10381,I247191,8,2,23.46
10382,I206521,4,3,121.98
10383,I185123,1,5,1500.40
10384,I316675,1,2,600.16
10385,I274731,1,1,300.08
10386,I224780,1,5,1500.40
10387,I163742,1,2,600.16
10388,I278159,4,5,203.30
10389,I234488,2,4,2400.68
10390,I335567,8,1,11.73
10391,I200864,3,1,15.15
10392,I291513,8,1,11.73
10393,I888612,6,1,35.84
10394,I703405,7,1,1050.00
10395,I268940,1,5,1500.40
10396,I801022,1,4,1200.32
10397,I230457,7,2,2100.00
10398,I284363,4,4,162.64
10399,I270433,2,4,2400.68
10400,I238904,6,4,143.36
10401,I278514,3,1,15.15
10402,I142596,1,2,600.16
10403,I556534,8,1,11.73
10404,I869311,5,1,5.23
10405,I246490,1,5,1500.40
10406,I310488,5,4,20.92
10407,I297263,2,1,600.17
10408,I284425,1,5,1500.40
10409,I177823,2,2,1200.34
10410,I128951,5,4,20.92
10411,I180685,1,1,300.08
10412,I187523,1,4,1200.32
10413,I137871,1,5,1500.40
10414,I339006,7,5,5250.00
10415,I133674,6,2,71.68
10416,I258359,5,5,26.15
10417,I331434,1,4,1200.32
10418,I122295,1,1,300.08
10419,I218166,6,2,71.68
10420,I592332,5,5,26.15
10421,I868661,1,1,300.08
10422,I152489,1,4,1200.32
10423,I168346,8,5,58.65
10424,I236389,4,3,121.98
10425,I315854,4,4,162.64
10426,I635461,8,2,23.46
10427,I200038,6,5,179.20
10428,I318865,1,4,1200.32
10429,I832519,4,4,162.64
10430,I104115,5,4,20.92
10431,I289130,6,2,71.68
10432,I230618,1,4,1200.32
10433,I276906,8,3,35.19
10434,I139176,1,4,1200.32
10435,I224908,1,3,900.24
10436,I260471,4,1,40.66
10437,I334948,1,3,900.24
10438,I326899,4,1,40.66
10439,I169353,8,2,23.46
10440,I327399,3,3,45.45
10441,I260556,5,1,5.23
10442,I317918,1,1,300.08
10443,I173335,3,4,60.60
10444,I681289,1,3,900.24
10445,I300860,1,1,300.08
10446,I136033,1,2,600.16
10447,I154457,1,1,300.08
10448,I392045,6,4,143.36
10449,I916844,1,2,600.16
10450,I657852,4,3,121.98
10451,I132779,2,4,2400.68
10452,I292925,5,4,20.92
10453,I145473,1,1,300.08
10454,I326292,5,1,5.23
10455,I112275,6,5,179.20
10456,I747124,4,5,203.30
10457,I274159,1,5,1500.40
10458,I260157,6,1,35.84
10459,I450554,7,5,5250.00
10460,I647467,4,4,162.64
10461,I162309,4,5,203.30
10462,I297092,4,4,162.64
10463,I273726,4,1,40.66
10464,I231097,5,5,26.15
10465,I875021,5,3,15.69
10466,I330319,5,3,15.69
10467,I234095,2,4,2400.68
10468,I268683,1,2,600.16
10469,I118152,4,4,162.64
10470,I299379,5,3,15.69
10471,I281512,6,5,179.20
10472,I135400,1,2,600.16
10473,I913987,4,5,203.30
10474,I150921,4,3,121.98
10475,I337460,2,1,600.17
10476,I272766,1,4,1200.32
10477,I974702,4,2,81.32
10478,I334315,1,4,1200.32
10479,I242737,1,2,600.16
10480,I731184,1,3,900.24
10481,I299540,1,4,1200.32
10482,I114586,1,1,300.08
10483,I747576,5,5,26.15
10484,I116695,5,3,15.69
10485,I191172,4,4,162.64
10486,I146183,3,2,30.30
10487,I220121,1,1,300.08
10488,I264530,5,4,20.92
10489,I191339,8,3,35.19
10490,I216072,6,3,107.52
10491,I330876,8,4,46.92
10492,I182329,2,4,2400.68
10493,I227616,6,3,107.52
10494,I332168,1,3,900.24
10495,I168860,8,2,23.46
10496,I700154,4,1,40.66
10497,I307613,1,5,1500.40
10498,I267387,3,4,60.60
10499,I238116,4,3,121.98
10500,I330004,1,2,600.16
10501,I210377,4,1,40.66
10502,I158841,1,3,900.24
10503,I213326,3,1,15.15
10504,I154095,8,1,11.73
10505,I113344,1,5,1500.40
10506,I153491,4,1,40.66
10507,I145685,1,2,600.16
10508,I153406,1,5,1500.40
10509,I209738,8,4,46.92
10510,I139205,6,3,107.52
10511,I251523,2,3,1800.51
10512,I122860,1,4,1200.32
10513,I266098,4,3,121.98
10514,I106606,1,3,900.24
10515,I325268,4,1,40.66
10516,I133600,1,5,1500.40
10517,I386422,5,1,5.23
10518,I164049,6,3,107.52
10519,I193475,5,5,26.15
10520,I141091,5,5,26.15
10521,I149966,4,5,203.30
10522,I291520,2,5,3000.85
10523,I109598,1,4,1200.32
10524,I532236,4,2,81.32
10525,I166992,1,4,1200.32
10526,I330849,1,4,1200.32
10527,I267522,1,2,600.16
10528,I243520,4,2,81.32
10529,I586417,2,1,600.17
10530,I572354,1,1,300.08
10531,I253608,4,5,203.30
10532,I285251,2,3,1800.51
10533,I211871,1,2,600.16
10534,I286159,6,2,71.68
10535,I929107,1,1,300.08
10536,I317369,2,3,1800.51
10537,I183413,5,5,26.15
10538,I721526,1,3,900.24
10539,I317196,6,1,35.84
10540,I543977,5,3,15.69
10541,I217031,4,2,81.32
10542,I204453,2,5,3000.85
10543,I317029,1,2,600.16
10544,I131333,5,5,26.15
10545,I183970,1,4,1200.32
10546,I137805,4,5,203.30
10547,I208536,6,1,35.84
10548,I324837,1,5,1500.40
10549,I249193,1,3,900.24
10550,I319680,4,3,121.98
10551,I824569,8,1,11.73
10552,I131331,2,4,2400.68
10553,I132019,4,2,81.32
10554,I276024,1,3,900.24
10555,I916578,1,4,1200.32
10556,I708978,3,1,15.15
10557,I162536,5,1,5.23
10558,I189300,4,1,40.66
10559,I168170,1,1,300.08
10560,I277897,6,2,71.68
10561,I245239,2,3,1800.51
10562,I673721,4,2,81.32
10563,I281383,6,4,143.36
10564,I209208,1,1,300.08
10565,I321085,3,2,30.30
10566,I128026,1,1,300.08
10567,I302445,8,2,23.46
10568,I249686,7,1,1050.00
10569,I335668,7,4,4200.00
10570,I297113,1,2,600.16
10571,I473662,5,4,20.92
10572,I156973,4,3,121.98
10573,I571359,2,2,1200.34
10574,I226209,4,4,162.64
10575,I212828,3,2,30.30
10576,I225233,1,5,1500.40
10577,I798004,4,3,121.98
10578,I953937,4,5,203.30
10579,I643516,3,1,15.15
10580,I949121,6,2,71.68
10581,I173270,1,4,1200.32
10582,I134084,1,3,900.24
10583,I314500,1,4,1200.32
10584,I812361,8,4,46.92
10585,I298557,1,4,1200.32
10586,I110414,1,5,1500.40
10587,I148625,1,2,600.16
10588,I326472,3,2,30.30
10589,I218004,1,4,1200.32
10590,I254362,6,2,71.68
10591,I147474,1,1,300.08
10592,I192873,4,5,203.30
10593,I181141,4,1,40.66
10594,I280966,2,5,3000.85
10595,I273372,4,5,203.30
10596,I283142,2,3,1800.51
10597,I981520,1,3,900.24
10598,I890444,1,5,1500.40
10599,I304843,3,4,60.60
10600,I718062,1,5,1500.40
10601,I113103,5,4,20.92
10602,I147328,6,2,71.68
10603,I144051,1,2,600.16
10604,I196413,4,2,81.32
10605,I317139,5,4,20.92
10606,I240124,1,5,1500.40
10607,I296301,6,2,71.68
10608,I291772,6,3,107.52
10609,I137822,5,3,15.69
10610,I261604,5,3,15.69
10611,I973327,4,2,81.32
10612,I603311,6,3,107.52
10613,I339240,1,5,1500.40
10614,I191938,1,2,600.16
10615,I122599,4,1,40.66
10616,I835598,2,5,3000.85
10617,I257227,2,2,1200.34
10618,I162481,6,1,35.84
10619,I218670,4,3,121.98
10620,I277552,1,4,1200.32
10621,I902401,2,2,1200.34
10622,I222943,5,4,20.92
10623,I314613,5,4,20.92
10624,I385061,5,3,15.69
10625,I172383,1,5,1500.40
10626,I237639,1,3,900.24
10627,I327685,1,4,1200.32
10628,I209138,1,4,1200.32
10629,I331312,4,5,203.30
10630,I613193,8,3,35.19
10631,I230867,1,2,600.16
10632,I239841,1,2,600.16
10633,I918304,5,4,20.92
10634,I319881,2,5,3000.85
10635,I839580,2,4,2400.68
10636,I238824,1,4,1200.32
10637,I238623,6,5,179.20
10638,I101768,4,3,121.98
10639,I170772,1,2,600.16
10640,I475766,1,1,300.08
10641,I164069,4,4,162.64
10642,I261554,1,2,600.16
10643,I243211,1,1,300.08
10644,I894338,6,1,35.84
10645,I329546,5,3,15.69
10646,I696576,3,3,45.45
10647,I150726,6,3,107.52
10648,I290026,1,1,300.08
10649,I304573,4,5,203.30
10650,I325274,5,1,5.23
10651,I107655,5,1,5.23
10652,I184802,7,2,2100.00
10653,I180383,4,1,40.66
10654,I307890,6,3,107.52
10655,I116652,6,1,35.84
10656,I195116,2,2,1200.34
10657,I181393,4,5,203.30
10658,I457674,1,5,1500.40
10659,I171687,5,2,10.46
10660,I250875,7,4,4200.00
10661,I213807,1,1,300.08
10662,I324903,1,2,600.16
10663,I268068,5,1,5.23
10664,I313163,5,3,15.69
10665,I741599,3,4,60.60
10666,I198752,3,1,15.15
10667,I704901,4,4,162.64
10668,I535492,7,5,5250.00
10669,I199735,1,2,600.16
10670,I258829,3,5,75.75
10671,I307950,1,3,900.24
10672,I217291,6,4,143.36
10673,I170562,3,1,15.15
10674,I149355,1,2,600.16
10675,I491347,1,1,300.08
10676,I205829,8,2,23.46
10677,I274580,1,4,1200.32
10678,I156551,6,3,107.52
10679,I317137,2,1,600.17
10680,I685781,6,1,35.84
10681,I261824,4,4,162.64
10682,I143609,5,3,15.69
10683,I110812,1,1,300.08
10684,I877973,2,5,3000.85
10685,I226950,1,5,1500.40
10686,I941516,1,4,1200.32
10687,I134075,5,4,20.92
10688,I226939,2,3,1800.51
10689,I306218,6,1,35.84
10690,I120617,1,1,300.08
10691,I292985,6,2,71.68
10692,I179305,8,1,11.73
10693,I297845,5,4,20.92
10694,I281384,4,5,203.30
10695,I142647,1,1,300.08
10696,I891533,2,1,600.17
10697,I184602,2,2,1200.34
10698,I131911,4,2,81.32
10699,I262301,1,4,1200.32
10700,I229771,5,1,5.23
10701,I118228,1,1,300.08
10702,I136213,5,2,10.46
10703,I100768,4,3,121.98
10704,I191537,1,5,1500.40
10705,I364274,1,4,1200.32
10706,I203297,2,5,3000.85
10707,I271254,8,2,23.46
10708,I238308,4,3,121.98
10709,I204556,5,3,15.69
10710,I480347,1,4,1200.32
10711,I227911,4,1,40.66
10712,I741901,5,5,26.15
10713,I984358,1,4,1200.32
10714,I128616,1,2,600.16
10715,I241993,1,2,600.16
10716,I237563,6,4,143.36
10717,I262993,7,3,3150.00
10718,I130903,1,1,300.08
10719,I147520,8,3,35.19
10720,I260313,2,1,600.17
10721,I939417,6,2,71.68
10722,I125397,1,2,600.16
10723,I118395,3,3,45.45
10724,I229696,5,4,20.92
10725,I688979,1,2,600.16
10726,I183969,4,1,40.66
10727,I218025,2,3,1800.51
10728,I174037,4,5,203.30
10729,I793207,5,3,15.69
10730,I318957,6,5,179.20
10731,I303160,1,5,1500.40
10732,I177971,5,5,26.15
10733,I181924,2,3,1800.51
10734,I125999,1,5,1500.40
10735,I215624,6,1,35.84
10736,I196293,1,1,300.08
10737,I854516,4,3,121.98
10738,I222735,2,3,1800.51
10739,I173726,5,1,5.23
10740,I258184,1,2,600.16
10741,I139825,4,4,162.64
10742,I283383,6,3,107.52
10743,I887406,8,3,35.19
10744,I253522,2,3,1800.51
10745,I325916,6,1,35.84
10746,I711558,4,3,121.98
10747,I342003,1,5,1500.40
10748,I186176,5,5,26.15
10749,I205558,1,5,1500.40
10750,I286987,5,3,15.69
10751,I311898,5,4,20.92
10752,I263443,1,4,1200.32
10753,I279671,6,2,71.68
10754,I263121,1,2,600.16
10755,I226119,2,2,1200.34
10756,I148528,5,2,10.46
10757,I150801,4,2,81.32
10758,I199329,2,4,2400.68
10759,I176658,4,2,81.32
10760,I141764,1,2,600.16
10761,I182589,5,4,20.92
10762,I298933,1,5,1500.40
10763,I226198,1,4,1200.32
10764,I260176,1,3,900.24
10765,I255006,2,4,2400.68
10766,I246054,2,2,1200.34
10767,I130114,2,4,2400.68
10768,I325823,2,4,2400.68
10769,I661612,6,2,71.68
10770,I313245,8,3,35.19
10771,I112112,6,2,71.68
10772,I283175,7,3,3150.00
10773,I272009,4,5,203.30
10774,I236950,1,3,900.24
10775,I265999,4,5,203.30
10776,I157564,2,3,1800.51
10777,I322332,7,1,1050.00
10778,I323443,5,4,20.92
10779,I136138,3,4,60.60
10780,I150770,1,4,1200.32
10781,I508471,1,3,900.24
10782,I235876,1,4,1200.32
10783,I320099,1,3,900.24
10784,I204951,8,3,35.19
10785,I325213,6,4,143.36
10786,I241209,7,5,5250.00
10787,I140105,8,5,58.65
10788,I144670,4,1,40.66
10789,I135280,8,5,58.65
10790,I168021,4,3,121.98
10791,I632572,3,1,15.15
10792,I220522,4,5,203.30
10793,I362625,1,2,600.16
10794,I431646,5,2,10.46
10795,I799041,2,1,600.17
10796,I126305,1,4,1200.32
10797,I297791,1,1,300.08
10798,I263583,4,5,203.30
10799,I269238,1,2,600.16
10800,I302608,1,2,600.16
10801,I186624,1,4,1200.32
10802,I178722,2,3,1800.51
10803,I334705,4,3,121.98
10804,I262409,1,4,1200.32
10805,I237199,1,2,600.16
10806,I138559,1,3,900.24
10807,I293961,5,1,5.23
10808,I133118,1,2,600.16
10809,I172927,1,4,1200.32
10810,I950913,1,5,1500.40
10811,I147615,5,4,20.92
10812,I108477,1,3,900.24
10813,I104364,6,2,71.68
10814,I231080,1,1,300.08
10815,I211553,4,5,203.30
10816,I242183,2,5,3000.85
10817,I170300,1,2,600.16
10818,I258256,1,5,1500.40
10819,I757135,1,4,1200.32
10820,I324707,5,2,10.46
10821,I331512,1,4,1200.32
10822,I662653,5,5,26.15
10823,I323722,5,2,10.46
10824,I100700,1,4,1200.32
10825,I238452,6,4,143.36
10826,I959713,7,5,5250.00
10827,I269996,1,2,600.16
10828,I239655,5,3,15.69
10829,I684102,3,2,30.30
10830,I275137,2,2,1200.34
10831,I252628,3,4,60.60
10832,I246967,5,4,20.92
10833,I822154,1,1,300.08
10834,I265049,1,2,600.16
10835,I325775,4,1,40.66
10836,I111293,1,3,900.24
10837,I310139,6,2,71.68
10838,I103646,1,3,900.24
10839,I282621,3,1,15.15
10840,I321248,1,3,900.24
10841,I224328,4,1,40.66
10842,I990961,4,1,40.66
10843,I259002,8,5,58.65
10844,I153148,5,4,20.92
10845,I106818,1,4,1200.32
10846,I159843,7,2,2100.00
10847,I540744,4,1,40.66
10848,I104410,1,5,1500.40
10849,I245052,6,1,35.84
10850,I988030,1,3,900.24
10851,I412082,1,5,1500.40
10852,I165367,5,2,10.46
10853,I256975,7,5,5250.00
10854,I136158,5,3,15.69
10855,I218944,2,4,2400.68
10856,I301296,1,1,300.08
10857,I689357,4,4,162.64
10858,I238973,8,4,46.92
10859,I200086,1,5,1500.40
10860,I267968,7,1,1050.00
10861,I331529,1,2,600.16
10862,I439958,6,4,143.36
10863,I866105,1,2,600.16
10864,I162036,4,4,162.64
10865,I269709,5,5,26.15
10866,I184915,7,5,5250.00
10867,I133505,5,4,20.92
10868,I294949,1,1,300.08
10869,I174553,1,1,300.08
10870,I325829,5,4,20.92
10871,I118892,5,3,15.69
10872,I214176,1,1,300.08
10873,I637200,5,2,10.46
10874,I329608,2,4,2400.68
10875,I331096,5,1,5.23
10876,I241553,4,3,121.98
10877,I338431,4,3,121.98
10878,I328441,1,3,900.24
10879,I297277,6,3,107.52
10880,I258563,2,1,600.17
10881,I280096,6,5,179.20
10882,I679766,1,2,600.16
10883,I256237,2,3,1800.51
10884,I214681,4,3,121.98
10885,I237054,5,5,26.15
10886,I318084,6,4,143.36
10887,I204833,1,3,900.24
10888,I279179,4,3,121.98
10889,I266741,2,2,1200.34
10890,I137614,7,1,1050.00
10891,I547591,4,2,81.32
10892,I305244,2,5,3000.85
10893,I120218,1,3,900.24
10894,I282170,5,5,26.15
10895,I122778,5,2,10.46
10896,I200505,2,3,1800.51
10897,I338403,5,3,15.69
10898,I323525,1,2,600.16
10899,I549639,4,4,162.64
10900,I144600,5,4,20.92
10901,I215185,1,3,900.24
10902,I199582,3,3,45.45
10903,I862973,1,1,300.08
10904,I967834,4,5,203.30
10905,I329555,5,1,5.23
10906,I275420,3,1,15.15
10907,I192121,1,5,1500.40
10908,I224834,8,4,46.92
10909,I178266,1,1,300.08
10910,I261817,1,5,1500.40
10911,I249528,5,4,20.92
10912,I195068,5,5,26.15
10913,I311790,7,2,2100.00
10914,I166814,1,1,300.08
10915,I298136,5,4,20.92
10916,I281464,1,1,300.08
10917,I157659,3,2,30.30
10918,I240949,1,3,900.24
10919,I295366,1,5,1500.40
10920,I209767,3,3,45.45
10921,I200540,1,3,900.24
10922,I186976,1,2,600.16
10923,I110021,4,1,40.66
10924,I131638,5,1,5.23
10925,I270749,7,3,3150.00
10926,I217785,1,1,300.08
10927,I243229,1,4,1200.32
10928,I164508,4,2,81.32
10929,I580363,6,5,179.20
10930,I289186,6,5,179.20
10931,I313261,4,3,121.98
10932,I281128,1,2,600.16
10933,I102849,1,4,1200.32
10934,I162100,1,2,600.16
10935,I307112,6,4,143.36
10936,I214761,4,5,203.30
10937,I244586,8,3,35.19
10938,I231258,4,5,203.30
10939,I208007,8,2,23.46
10940,I308437,4,1,40.66
10941,I268903,1,3,900.24
10942,I434450,1,4,1200.32
10943,I338796,6,5,179.20
10944,I302447,1,1,300.08
10945,I321914,1,4,1200.32
10946,I314681,4,1,40.66
10947,I788336,1,1,300.08
10948,I675184,4,1,40.66
10949,I671198,6,2,71.68
10950,I210493,7,4,4200.00
10951,I136690,4,3,121.98
10952,I267840,2,5,3000.85
10953,I298872,6,2,71.68
10954,I275707,5,4,20.92
10955,I130626,1,5,1500.40
10956,I108141,8,5,58.65
10957,I124054,5,3,15.69
10958,I276595,2,5,3000.85
10959,I325643,3,1,15.15
10960,I200140,5,4,20.92
10961,I151864,5,4,20.92
10962,I307016,6,1,35.84
10963,I679579,1,4,1200.32
10964,I124051,1,1,300.08
10965,I934641,4,5,203.30
10966,I355141,2,3,1800.51
10967,I108634,2,2,1200.34
10968,I271404,4,5,203.30
10969,I330940,1,4,1200.32
10970,I227493,3,3,45.45
10971,I287725,1,5,1500.40
10972,I187767,1,4,1200.32
10973,I167124,1,5,1500.40
10974,I979576,2,5,3000.85
10975,I324872,6,4,143.36
10976,I273190,5,1,5.23
10977,I100105,5,4,20.92
10978,I250775,5,1,5.23
10979,I214727,5,2,10.46
10980,I121410,1,3,900.24
10981,I161855,1,4,1200.32
10982,I262435,1,4,1200.32
10983,I126131,7,5,5250.00
10984,I546321,1,2,600.16
10985,I113920,4,2,81.32
10986,I271586,1,2,600.16
10987,I186350,1,5,1500.40
10988,I258714,1,3,900.24
10989,I910704,3,5,75.75
10990,I185780,8,1,11.73
10991,I247573,7,4,4200.00
10992,I101810,6,4,143.36
